9	2016-09-03
4	2016-09-04
1	2016-09-14
2	2016-09-15
1	2016-10-19
1	2016-10-22
5	2016-10-23
2	2016-11-13
7	2016-11-17
1	2016-12-18
1	2017-01-04
1	2017-01-26
2	2017-02-01
2	2017-02-02
1	2017-02-06
3	2017-02-07
3	2017-02-08
1	2017-02-09
1	2017-02-10
2	2017-02-13
1	2017-02-16
5	2017-02-17
1	2017-02-19
1	2017-02-20
5	2017-02-25
1	2017-02-26
5	2017-02-27
12	2017-02-28
3	2017-03-01
2	2017-03-02
4	2017-03-14
1	2017-03-15
2	2017-03-16
5	2017-03-20
3	2017-03-22
5	2017-03-23
2	2017-04-10
1	2017-04-11
1	2017-04-13
4	2017-04-14
3	2017-04-15
6	2017-04-16
3	2017-04-17
3	2017-04-18
6	2017-04-19
2	2017-04-20
2	2017-04-21
3	2017-04-26
1	2017-04-27
3	2017-05-02
2	2017-05-04
1	2017-05-05
3	2017-05-07
2	2017-05-08
1	2017-05-09
1	2017-05-10
3	2017-05-19
1	2017-05-20
1	2017-05-21
1	2017-05-22
1	2017-05-27
1	2017-05-28
2	2017-05-30
3	2017-06-13
7	2017-06-14
3	2017-06-16
1	2017-06-27
1	2017-07-13
2	2017-07-29
1	2017-08-14
1	2017-08-15
1	2017-09-22
3	2017-09-25
1	2017-09-30
2	2017-10-01
1	2017-10-22
2	2017-10-28
1	2017-12-12
1	2017-12-13
2	2017-12-15
1	2018-01-07
1	2018-03-19
1	2018-03-31
2	2018-04-04
1	2018-05-02
2	2018-05-03
3	2018-05-05
1	2018-05-07
1	2018-05-16
3	2018-05-20
1	2018-05-23
2	2018-05-25
3	2018-06-15
1	2018-06-30
1	2018-07-01
1	2018-07-14
1	2018-07-15
1	2018-11-28
1	2018-11-30
1	2018-12-01
1	2018-12-09
2	2018-12-29
1	2019-01-27
2	2019-02-02
1	2019-04-21
4	2019-05-12
4	2019-05-16
1	2019-05-21
2	2019-05-22
2	2019-05-26
1	2019-05-27
1	2019-05-28
1	2019-05-29
2	2019-05-30
6	2019-05-31
1	2019-06-09
2	2019-07-03
1	2019-07-05
3	2019-07-06
2	2019-07-08
2	2019-07-09
2	2019-07-11
1	2019-07-12
4	2019-07-21
6	2019-09-01
1	2019-09-02
2	2019-09-03
1	2019-09-08
1	2020-01-18
4	2020-01-19
1	2020-01-20
1	2020-11-28
1	2020-12-04
1	2020-12-07
1	2020-12-17
1	2021-04-26
1	2021-04-27
1	2021-05-31
1	2021-06-04
1	2022-02-12
3	2022-02-16
1	2022-02-18
1	2022-02-21
1	2022-04-05
4	2022-05-03
1	2022-10-29
1	2023-03-31
1	2023-04-06
1	2023-04-08
2	2023-04-29
1	2023-05-09
1	2023-05-10
4	2023-05-12
3	2023-05-13
3	2023-05-14
2	2023-05-16
1	2023-05-19
1	2023-05-21
3	2023-07-09
3	2023-07-10
5	2023-07-16
3	2023-08-21
